Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2021-08-03,0.010361125117020364,-0.004500745613687962,0.017135636798095488,0.011223493331374623,0.013053879937937607,0.00641128557070525,0.004493841729426462,0.004095113530560246,0.005715771750910648,0.013904564971944922,0.007405308923302822
2021-08-04,-0.009539559332167546,0.0028104468616398925,-0.02707560851287527,-0.008391595160997745,-0.013558763887615233,0.002015345005149438,-0.01300159600284212,-0.003219758173591547,-0.0014954972269635158,-0.004248077044030962,-0.009709607571953494
2021-08-05,-0.001444710781477454,0.009138399471586789,0.011337655009360237,0.013103905300176022,0.0046791917816526585,0.005514427206384953,0.0048160575783615656,0.007967329453738348,0.010934609861406486,-0.004116896808140091,0.009583375134663452
2021-08-06,0.01446841616679495,0.0,0.009172652711054496,0.020210154940336178,0.004657558591119493,-0.0008387829694552762,0.0,-0.0017089477347700388,-0.0005926148235567696,-0.0008266463423013404,-0.006803982861794178
2021-08-09,-0.0011883887510945046,-0.0018111484698535296,-0.014138602576474368,0.0026413207702662422,-0.003959949141767338,-0.003228946121418108,0.003664731975858926,-0.004494041154625261,-0.0002966145901640571,0.003836001910066278,-0.0013809584964040722
2021-08-10,0.015111496641488698,0.0019354941509621693,0.01761923610070748,0.010537340703148379,0.010181369836434362,-0.007190777232671031,0.007163057410904283,-0.010747967878419584,0.0010379330192573644,-0.0023225390001557766,0.003927905076536176
2021-08-11,0.01406666776601595,0.001931755249974687,0.007852038848296328,0.011470415323211691,0.012958285574788286,0.00013066773902425943,0.0033466231425767212,0.005432272905821156,0.009333485121886254,-0.009914353246115115,0.002920602765867697
2021-08-12,-0.0016185542285288568,0.0018072445410046711,-0.0009989155258237625,0.001803852099138581,-0.0018950778965430848,0.005741393955794205,-0.0005557790126808904,0.0034580771609717953,0.0010274640817118375,0.007889448308498359,0.00043952729891727493
2021-08-13,0.0009263596727486778,0.0006013925062340331,-0.011797580295099142,-0.007460562821485772,-0.003133213847820948,0.005449219954368978,0.008343924189928131,0.006676722701284499,0.007038385062000385,0.006247009443495655,-0.002855803285164882
2021-08-16,-0.004974112146755139,0.0016828869418594739,-0.018413609406147224,-0.0025921348725331805,0.003428922844299187,0.004516405740358387,0.0057925895605752675,0.0010699692968687557,0.006115026886401198,0.011369681328362358,-0.004626527185718654
2021-08-17,-0.011508998492678058,-0.008280390089981049,-0.01030710488142117,-0.007016704390070072,-0.010820369849748546,-0.008285908989014046,0.0005478925476407603,0.0019232309277350534,0.0005788713683136937,0.011833435732358621,-0.023738578432110025
2021-08-18,-0.011642601459644575,-0.007623198440701029,-0.020829085995847985,-0.012300322671572994,-0.010938336226891332,-0.013795023957575148,-0.012470958923461395,-0.010452288721319647,-0.005062017749994041,-0.01520356219478547,0.0035707214360534145
2021-08-19,-0.008924422369333218,0.00012173989522135109,-0.02595214736096796,-0.007419280450939536,-0.0069847034157078935,0.009785328707223817,0.008049091970118605,0.008406997757408163,0.004070423981441529,0.004527565425441971,-0.006381818185083654
2021-08-20,0.005882935976155634,0.008656777981294939,0.0021840332033007392,0.006139974948351279,0.0026376571007185046,0.012876917040746783,0.0016522779273981936,0.004703030134787012,0.012450848240397328,0.005689469822739657,0.009606193861666723
2021-08-23,0.00859376987378413,0.01208735783284065,0.03748061413734827,0.008225049214200864,0.008184616864687966,0.012906281451660728,-0.003161318040895811,-0.0038298517371524454,-0.012869795227404723,0.00036737813458231905,0.012892670174643683
2021-08-24,0.006272226618019072,0.0032247314338600397,0.016593768357533234,0.006052721781598658,0.005025569580191291,-0.0011409561375125277,-0.007583039880461384,-0.007475446527458129,-0.0065188894981875745,-0.003525389059676254,0.007058806477522106
2021-08-25,0.004586800586964701,0.0015476116484429703,0.007644157938610174,0.011770798387018777,0.00644323157251514,-0.0005713810580795231,-0.0016671859676488099,-0.0010759919692128195,0.0018953217802368805,-0.00272699478491667,0.0038636874634372376
2021-08-26,-0.006906921447698111,-0.008676910533322979,-0.015172992930160167,-0.004912097524366055,-0.004395397748905405,-0.00628637054024217,-0.004592220945158099,0.0006462517302507909,-0.0024739579720126637,-0.003916718883063108,-0.009236688335530485
2021-08-27,0.013202386242611164,0.01582706777417031,0.0266497412358353,0.013250053581914445,0.006909943792006601,0.00964900958249748,0.003494835432175991,0.008181118630151696,-0.00029170341532358535,-0.0011132555863196947,0.009100885426450711
2021-08-30,-0.0010470269257336628,0.006846049404755972,-0.011762201396645966,-0.014102622770601259,-0.001143767092789516,0.010759617483506068,0.004458338874872458,0.012171181858096958,0.0014595897798819202,0.005645302332932811,0.007533976168043521
2021-08-31,-0.002911554611810918,0.0037518247584087394,-0.006771676021038231,-0.0013001792141841273,-0.002767262376152546,-0.005260043499718536,0.0022189128950953485,0.005907390788089106,-0.0011660992223399003,-0.0013295701897628742,0.0024016518657519192
2021-09-01,-0.0025696615416769264,0.005022072295739255,-0.01466962059627519,-0.005729124630100779,-0.003827225712079052,0.0002518075041828549,0.005258875549825293,0.017198015733600247,0.013130923466766697,0.00029633610964108215,-5.4544703670278416e-05
